,artist,title,text
594,Kris Kristofferson , Help Me Make It Through The Night,"Take the ribbon from your hair, Shake it loose and let it fall, Layin' soft upon my skin. Like the shadows on the wall. Come and lay down by my side till the early morning light All I'm takin' is your time. Help me make it through the night.I don't care what's right or wrong, I don't try to understand. Let the devil take tomorrow. Lord, tonight I need a friend. Yesterday is dead and gone and tomorrow's out of sight. And it's sad to be alone. Help me make it through the night.I don't care what's right or wrong, (Yes, I do!) I don't try to understand. Let the devil take tomorrow. Lord, tonight I need a friend. Yesterday is dead and gone and tomorrow's out of sight. Lord, it's bad to be alone. Help me make it through the night."
595,Soggy Bottom Boys , I Am A Man Of Constant Sorrow,In constant sorrow through his daysI am a man of constant sorrow I've seen trouble all my day I bid farewell to old Kentucky The place where I was born and raisedThe place where he was born and raisedFor six long years I've been in trouble No pleasures here on earth I found For in this world I'm bound to ramble I have no friends to help me nowHe has no friends to help him nowIt's fare thee well my old lover I never expect to see you again For I'm bound to ride that northern railroad Perhaps I'll die upon this trainPerhaps he'll die upon this trainYou can bury me in some deep valley For many years where I may lay Then you may learn to love another While I am sleeping in my graveWhile he is sleeping in his graveMaybe your friends think I'm just a stranger My face you'll never see no more But there is one promise that is given I'll meet you on God's golden shoreHe'll meet you on God's golden shore
596,Jim Reeves , This World Is Not My Home,"This world is not my home I'm just a-passing through My treasures are laid up Somewhere beyond the blue.The angels beckon me From heaven's open door And I can't feel at home In this world anymore.Oh Lord, you know I have no friend like you If heaven's not my home Then Lord what will I do.The angels beckon me From heaven's open door And I can't feel at home In this world anymore.I have a loving mother Just hovering up in Gloryland And I don't expect to stop Until I shake her hand.She's waiting now for me In heaven's open door And I can't feel at home In this world anymore.Oh Lord, you know I have no friend like you If heaven's not my home Then Lord what will I do.The angels beckon me From heaven's open door And I can't feel at home In this world anymore.--- Instrumental ---Just over in Gloryland We'll live eternaly The saints on every hand Are shouting victory.Their songs of sweetest praise Drift back from heaven's shore And I can't feel at home In this world anymore. Oh Lord, you know I have no friend like you If heaven's not my home Then Lord what will I do. The angels beckon me From heaven's open door And I can't feel at home In this world anymore..."
597,Tim McGraw , Humble and Kind,"You know there's a light that glows by the front door Don't forget the keys under the mat Childhood stars shine Always stay humble and kindGo to church cause your mama says to Visit grandpa every chance that you can It won't be a waste of time Always stay humble and kindHold the door say please say thank you Don't steal don't cheat and don't lie I know you got moutains to climb but Always stay humble and kindWhen the dreams you're dreamin come to you When the work you put in is realized Let yourself feel the pride but Always stay humble and kindDon't expect a free ride from no one Don't hold a grudge or a chip and here's why Bitterness keeps you from flying Always stay humble and kindKnow the difference between sleeping with someone And sleeping with someone you love ""I love you"" ain't no pick up line so Always stay humble and kindHold the door say please say thank you Don't steal don't cheat and don't lie I know you got mountains to climb but Always stay humble and kindWhen those dreams you're dreamin come to you When the work you put in is realized Let yourself feel the pride but Always stay humble and kind When it's hot eat a root beer popsicle Shut off the A/C and roll the windows down Let that summer sun shine Always stay humble and kindDon't take for granted the love this life gives you When you get where you're goin' Don't forget turn back around Help the next one in line Always stay humble and kind"
598,Rascal Flatts , Bless The Broken Road,"I set out on a narrow way, many years ago Hoping I would find true love along the broken road But I got lost a time or two Wiped my brow and kept pushin' through I couldn't see how every sign pointed straight to youEvery long lost dream led me to where you are Others who broke my heart, they were like northern stars Pointing me on my way into your loving arms This much I know is trueThat God blessed the broken road That led me straight to you Yes He didI think about the years I spent, just passing through I'd like to have the time I lost, and give it back to you But you just smile and take my hand You've been there, you understand It's all part of a grander plan that is coming trueEvery long lost dream led me to where you are Others who broke my heart, they were like northern stars Pointing me on my way into your loving arms This much I know is trueThat God blessed the broken road That led me straight to youBut now I'm just rolling home into my lover's arms This much I know is true That God blessed the broken road That led me straight to you That God blessed the broken road That led me straight to you"
599,Keith Urban , Blue Ain't Your Color,"I can see you over there Starring at your drink Watchin' that ice sink All alone tonightAnd chances are You're sittin' here in this bar 'Cause he ain't gonna treat you right Well, it's probably not my place But I'm gonna say it anyway 'Cause you look like You haven't felt the fire Had a little fun Hadn't had a smile in a little while BabyBlue looks good on the sky Looks good on that neon buzzin' on the wall But darling, it don't match your eyes I'm tellin' you You don't need that guy It's so black and white He's stealin' your thunder Baby, blue ain't your colorI'm not tryna Be another just Pick you up Kinda guy Tryna drink you up Tryna take you home But I just don't understand How another man Can take your sun And turn it ice coldWell, I've had enough to drink And it's makin' Me think that I just might Tell you if I were a painter I wouldn't change ya I'd just paint you bright BabyBlue looks good on the sky Looks good on that neon buzzin' on the wall But darling, it don't match your eyes I'm tellin' you You don't need that guy It's so black and white He's stealin' your thunder Baby, blue ain't your color Blue looks good on the sky Looks good on that neon buzzin' on the wall But darling, it don't match your eyes I'm tellin' you You don't need that guy It's so black and white He's stealin' your thunder Baby, blue ain't your color"
600,Tim McGraw , My Little Girl,"Got to hold on easy as I let you go, gonna tell you how much I love, though you think you already know, I remeber I thought you looked like an angel, wrapped in pink so soft and warm, you had me wrapped around your finger, since the day you were born.You beautiful baby from the outside in, Chase your dreams but always know the road that'll lead you home again, Go on, take on this whole world, But to me you know you'll always be, My Little GirlWhen you were in trouble that crooked little smile, could melt my heart of stone, Now look at you, I've turned around, and you've almost grown, Sometimes you're asleep I whisper ""I Love You!"", in the moonlight at your door, As I walk away, I hear you say, ""Daddy Love You More!"".You're beautiful baby from the outside in. Chase your dreams but always know the road, that'll lead you home again Go on, take on this whole world. But to me you know you'll always be, my little girl.Someday, some boy will come and ask me for your hand. But I won't say ""yes"" to him unless I know, he's the half that makes you whole, he has a poet's soul, and the heart of a man's man. I know he'll say that he's in love. But between you and me. He won't be good enough!You're beautiful baby from the outside in. Chase your dreams but always know the road that'll lead you home again. Go on, take on this whole world. But to me you know you'll always be, my little girl!"
601,The White Buffalo , Oh Darlin' What Have I Done,"Oh darlin, darlin What have I done? Well I've been away from you too long And all my days have turned to darkness And I believe my heart has turned to stoneOh darlin, darlin What have I done? Now I don't say anything at all Well God don't listen to the noise Now I'm left here all aloneOoh, oh, I hear what the neighbors say That that poor boy has lost his way And I let the others prayOh darlin, darlin What have I done? Now I do my talking with a gun And blood will spill into the gutters And it will stain the morning sunOoh, oh tell me what the hell I've done Can I stop at one? Or have I just begun?Take out the bodies that live Oh, Lord, it gets me high I think I'm gonna get my fill Of taking livesOh, Lord, I don't wanna let my baby down Well I just wanna give us something one of a kindOh darlin, darlin What have I done? I've been a stray from you too long And all my days have turned to darkness Hell is leaving the light onAnd ooh, oh they'll hang me way up high God himself will drop me from the sky And let me swing a whileOh darlin, darlin What have I done? What have I done?"
602,Rodney Carrington , Dear Penis,"This song I'm gonna share with you It's called a letter to my penis y'all Dear penis, I don't think I like you anymore You used to watch me shave, now all you do is stare at the floor Ohhhh dear penis, I don't like you anymore Used to be you and me, a paper towel and a dirty magazine That's all we needed to get by Now It seems things have changed, I think that you're the one to blame Dear penis I don't like you anymoreHe sings, dear Rodney, I don't think I like you anymore Cause when you get to drinkin', you put me places I've never been before Dear Rodney, I don't like you anymore Why cant we just get a grip on our man to hand relationship Come to terms truly how we feel If we put our heads together we could just stay home forever Dear penis, I think I like you after all Oh hey Rodney, while your shavin', shave my balls"
603,Old Crow Medicine Show , Wagon Wheel,"Headed down south to the land of the pines And I'm thumbin' my way into North Caroline Starin' up the road Pray to God I see headlightsI made it down the coast in seventeen hours Pickin' me a bouquet of dogwood flowers And I'm a hopin' for Raleigh I can see my baby tonightSo rock me mama like a wagon wheel Rock me mama anyway you feel Hey mama rock me Rock me mama like the wind and the rain Rock me mama like a south-bound train Hey mama rock meRunnin' from the cold up in New England I was born to be a fiddler in an old-time stringband My baby plays the fiddler I pick a guitar nowOh, the North country winters keep a gettin' me now Lost my money playin' poker so I had to up and leave But I ain't a turnin' back To livin' that old life no moreSo rock me mama like a wagon wheel Rock me mama anyway you feel Hey mama rock me Rock me mama like the wind and the rain Rock me mama like a south-bound train Hey mama rock meWalkin' to the south out of Roanoke I caught a trucker out of Philly Had a nice long toke But he's a headed west from the Cumberland Gap To Johnson City, TennesseeAnd I gotta get a move on before the sun I hear my baby callin' my name And I know that she's the only one And if I die in Raleigh At least I will die freeSo rock me mama like a wagon wheel Rock me mama anyway you feel Hey mama rock me Rock me mama like the wind and the rain Rock me mama like a south-bound train Hey mama rock me"
604,The Chicks , Travelin' Soldier,"Two days past eighteen He was waiting for the bus in his army green Sat down in a booth in a café there Gave his order to a girl with a bow in her hair He's a little shy so she give him a smile And he said would you mind sittin' down for a while And talkin' to me, I'm feeling a little lonely She said I'm off in an hour and I know where we can goSo they went down and they sat on the pier He said I bet you got a boyfriend but I don't care I've got no one to send a letter to Would you mind if I sent one back here to you?I cried Never gonna hold the hand of another guy Too young for him they told her Waitin' for the love of a travelin' soldier Our love will never end Waitin' for the soldier to come back again Never gonna be alone when the letter said A soldier's coming homeSo the letters came from an army camp In California then Vietnam And he told her of his heart It might be love and all of the things he was so scared of He said when it's gettin' kinda rough over here I think of that day sittin' down at the pier And I close my eyes and see your pretty smile Don't worry but I won't be able to write for awhile I cried Never gonna hold the hand of another guyToo young for him they told her Waitin' for the love of a travelin' soldier Our love will never end Waitin' for the soldier to come back again Never more to be alone when the letter said A soldier's coming home One Friday night at a football game The Lord's Prayer said and the anthem sangA man said folks would you bow your heads For a listed local Vietnam dead Crying all alone under the stands Was a piccolo player in the marching band And one name read and nobody really cared But a pretty little girl with a bow in her hair I cried Never gonna hold the hand of another guyToo young for him they told her Waitin' for the love of a travelin' soldier Our love will never end Waitin' for the soldier to come back again Never gonna be alone when the letter says A soldier's coming home I cried Never gonna hold the hand of another guy Too young for him they told her Waitin' for the love of a travelin' soldier Our love will never end Waitin' for the soldier to come back again Never gonna be alone when the letters says A soldier's coming home"
605,Jon Pardi , All Time High,"Yeah, you're my midnight trip ride Yeah, you're stronger than moonshine My backwoods, homegrown baby, you so fine Girl, I wanna roll you up and smoke ya' So addicted every time I get to hold ya' You're my dealer and I'm your love junkie I don't care, I'll spend all my moneyOh, cause baby you're my all time high Fly me right up into the sky I'm your rocket man And I don't wanna ever come down Oh, you taste like heaven You turn my knob right to eleven Oh, you make me feel so right Cause baby you're my all time highYeah, just one kiss from you Is just enough to make me come unglued You got some powerful stuff And I just can't get enoughOh, cause baby you're my all time high Fly me right up into the sky I'm your rocket man And I don't wanna ever come down Oh, you taste like heaven You turn my knob right to eleven Oh, you make me feel so right Cause baby you're my all time highOh, baby you'll always be Oh, the only drug I needOh, cause baby you're my all time high Fly me right up into the sky I'm your rocket man And I don't wanna ever come down Oh, you taste like heaven You turn my knob right to eleven Oh, you make me feel so right The day I quit you is the day I die Cause baby you're my all time high Yeah, baby you're my all time high And I don't ever wanna come down"
606,Josh Turner , Your Man,Baby lock the door and turn the lights down low Put some music on that's soft and slow Baby we ain't got no place to go I hope you understandI've been thinking 'bout this all day long Never felt a feeling quite this strong I can't believe how much it turns me on Just to be your manThere's no hurry Don't you worry We can take our timeCome a little closer Lets go over What I had in mindBaby lock the door and turn the lights down low Put some music on that's soft and slow Baby we ain't got no place to go I hope you understandI've been thinking 'bout this all day long Never felt a feeling quite this strong I can't believe how much it turns me on Just to be your manAin't nobody Ever love nobody The way that I love youWe're alone now You don't know how Long I've wanted toLock the door and turn the lights down low Put some music on that's soft and slow Baby we ain't got no place to go I hope you understandI've been thinking 'bout this all day long Never felt a feeling that was quite this strong I can't believe how much it turns me on Just to be your manI Can't believe how much it turns me on Just to be your man
607,Kenny Rogers , You And I,"All the man I am You are the reason for me, you help me understand I'll be your shelter from the rain that never ends Girl, you've always got a friend in meAll the love we had I should've known our love was older than the past Throwing my life away on songs I never heard Just the speaking of a special word I made you die inside but you loved meAnd don't believe the world No, the world can't give us paradise When you make your love to me Til I just could not see the lightAs long as I got you As long as I got me As long as we got you and II won't let you down No better love will be there when you turn aroundI'll be living for you till the ocean turns to sand There will never be any man Could love you just the way that I love you...So don't believe the world No the world can't give us paradise In the eye within the storm When I just could not make it through the nightAs long as I got you As long as I got me As long as we got you and I So don't believe the world No the world can't give us paradise In the eye within the storm When I just could not make it through the night As long as I got you As long as I got me As long as we got you and I"
608,Garth Brooks , Shameless,"Well I'm shamemeless when it comes to loving you I'll do anything you want me to I'll do anything at allAnd I'm standing here for all the world to see Oh baby that's what's left of me Don't have very far to fallYou know now I'm not a man who's ever been Insecure about the world I've been livin' in I don't break easy I have my pride But if you need to be satisfiedI'm shameless, oh honey I don't have a prayer Every time I see you standin' there I go down upon my kneesAnd I'm changin' swore I'd never compromise Oh but you convinced me otherwise I'll do anything you pleaseYou see in all my life I've never found What I couldn't resist what I couldn't turn down I could walk away from anyone I ever knew But I can't walk away from youI have never let anything have this much control over me I work too hard to call my life my own And I've made myself a world and it's worked so perfectly But it's your world now I can't refuse I've never had so much to lose Oh I'm shamelessYou know it should be easy for a man who's strong To say he's sorry or admit when he's wrong I've never lost anything I've ever missed But I've never been in love like thisIt's out of my hands I'm shameless, I don't have the power now I don't want it anyhow So I got to let it goOh I'm shameless, shameless as a man can be You make a total fool of me I just wanted to you to knowOh I'm shameless I just wanted you to know Oh I'm shameless Oh I'm down on my knees... shameless"
609,James Kilbane , As I Kneel Before You,"As I kneel before you, As I bow my head in prayer, Take this day, make it yours and fill me with your love.Refrain: Ave Maria, Gratia plena, Dominus tecum, Benedicta tu. All I have I give you, Every dream and wish are yours, Mother of Christ, Mother of mine, present them to my Lord.(Repeat Refrain) As I kneel before you, And I see your smiling face Ev'ry thought, ev'ry word Is lost in your embrace. (Repeat Refrain)"
610,Willie Nelson , Seven Spanish Angels,"He looked down into her brown eyes and said,? Say a prayer for me? She threw her arms around him whispered,? God will keep us free? They could hear the riders coming he said, ""This is my last fight If they take me back to Texas they won't take me back alive""There were seven Spanish angels at the alter of the sun They were praying for the lovers in the valley of the guns When the battle stopped and the smoke cleared There was thunder from the throne And seven Spanish angels took another angel homeShe reached down and picked the gun up that lay smokin' in his hand She said,? Father please forgive me I can't make it without my man? And she knew the gun was empty and she knew she couldn't win But her final prayer was answered when the rifles fired againThere were seven Spanish angels at the alter of the sun They were praying for the lovers in the valley of the guns When the battle stopped and the smoke cleared There was thunder from the throne And seven Spanish angels took another angel homeThere were seven Spanish angels at the alter of the sun They were praying for the lovers in the valley of the guns When the battle stopped and the smoke cleared There was thunder from the throne And seven Spanish angels took another angel home Alright John help me nowThere were seven Spanish angels at the alter of the sun They were praying for the lovers in the valley of the guns When the battle stopped and the smoke cleared There was thunder from the throne And seven Spanish angels took another angel home"
611,Garth Brooks , Mom,"A little baby told God, ""Hey, I'm kinda scared Don't really know if I want to go down there From here it looks like a little blue ball That's a great big place and I'm so small""""Why can't I just stay here with you Did I make you mad, don't you want me to?"" God said, ""Oh, child, of course I do But there's somebody special waiting for you""[Chorus:] So, hush now baby don't you cry 'Cause there's someone down there waiting Whose only goal in life Is makin' sure you're always gonna be alright A loving angel, tender, tough and strong It's almost time to go and meet your momYou'll never have a better friend Or a warmer touch to tuck you in She'll kiss your bruises, your bumps and scrapes And anytime you hurt, her heart's gonna break[Chorus]Now, when she's talking to you Make sure you listen close 'Cause she's gonna teach you everything You'll ever need to know Like how to mind your manners To love and laugh and dream And she'll put you on the path That'll bring you back to MeSo, hush now little baby don't you cry 'Cause there's someone down there waiting Whose only goal in life Is making sure you're always gonna be alright A loving angel, tender, tough and strong Come on child It's time to meet your mom"
612,David Houston , Old Time Religion,Give me that old time religion Give me that old time religion Give me that old time religion It's good enough for meMakes me love everybody Makes me love everybody Makes me love everybody It's good enough for meGive me that old time religion Give me that old time religion Give me that old time religion It's good enough for meIt was good for Hebrew children It was good for Hebrew children It was good for Hebrew children And it's good enough for meGive me that old time religion Give me that old time religion Give me that old time religion It's good enough for meIt was tried in the fiery furnace It was tried in the fiery furnace It was tried in the fairy furnace It's good enough for meGive me that old time religion Give me that old time religion Give me that old time religion It's good enough for meIt will do when I'm dying It will do when I'm dying It will do when I'm dying It's good enough for meGive me that old time religion Give me that old time religion Give me that old time religion It's good enough for meIt can take us all to heaven It can take us all to heaven It can take us all to heaven It's good enough for meGive me that old time religion Give me that old time religion Give me that old time religion It's good enough for me
613,Keith Urban , Coming Home,"I wake up Feeling in my soul I'm livin' someone else's life I'm turnin' into concrete Harder than these city streets Where no one even cares if I'm alive I gotta get it right Get it rightChorus: There's a place that I know Where they all know me I gotta get back now to the ones who love me Wrap myself around you, never let you go There's nothin' in the world that feels like The place that I know where they all know me I gotta get back now to the ones who love me Wrap myself around you, never let you go There's nothin' in the world that feels like Coming home My mind's heavy and I can't sleep Not even a memory is good enough To get me through the night I'm longin' for the real thing People who know the real me And all the ways to love me back to life Mmmm, I gotta get it right Get it rightRepeat ChorusI know it's only one call away But it's not the same I know it's only one call away But it's not the same I know it's only one call away But it's not the same I know it's only one call away But it's not the sameRepeat ChorusI'm feeling Lost in all the madness I need somewhere to ease my mind These sidewalks Filled with different faces So many places But there's none like mine I'm coming home"
614,Hank Williams , I Saw The Light,I wandered so aimless life filed with sin I wouldn't let my dear savior in Then Jesus came like a stranger in the night Praise the lord I saw the light.I saw the light I saw the light No more darkness no more night Now I'm so happy no sorrow in sight Praise the lord I saw the light.Just like a blind man I wandered along Worries and fears I claimed for my own Then like the blind man that god gave back his sight Praise the lord I saw the light.I was a fool to wander and astray Straight is the gate and narrow the way Now I have traded the wrong for the right Praise the lord I saw the light.
615,Dolly Parton , Wildflowers,"The hills were alive with wildflowers And I was as wild, even wilder than they For at least I could run, they just died in the sun And I refused to just wither in placeJust a wild mountain rose, needing freedom to grow So I ran fearing not where I'd go When a flower grows wild, it can always survive Wildflowers don't care where they growAnd the flowers I knew in the fields where I grew Were content to be lost in the crowd They were common and close, I had no room for growth I wanted so much to branch outI uprooted myself from home ground and left Took my dreams and I took to the road When a flower grows wild, it can always survive Wildflowers don't care where they growI grew up fast and wild and I never felt right In a garden so different from me I just never belonged, I just longed to be gone So the garden, one day, set me freeHitched a ride with the wind and since he was my friend I just let him decide where we'd go When a flower grows wild, it can always survive Wildflowers don't care where they grow"
616,Loretta Lynn , Coal Miner's Daughter,"Well, I was born a coal miner's daughter In a cabin on a hill in Butcher Holler We were poor, but we had love That's the one thing that Daddy made sure of He shoveled coal to make a poor man's dollar.My Daddy worked all night in the Vanleer coal mines All day long in the field a-hoin' corn Mommy rocked the babies at night And read the Bible by the coal-oil light And ever'thing would start all over come break of morn'.Daddy loved and raised eight kids on a miner's pay Mommy scrubbed our clothes on a washboard ever' day Why, I've seen her fingers bleed To complain there was no need She'd smile in Mommy's understanding way.In the summertime we didn't have shoes to wear But in the wintertime we'd all get a brand new pair From a mail order catalog Money made from sellin' a hog Daddy always managed to get the money somewhere.Yeah, I'm proud to be a coal miner's daughter I remember well - the well where I drew water The work we done was hard At night we'd sleep 'cause we worked hard I never thought of ever leaving Butcher Holler.Well, a lot of things have changed since way back then And it's so good to be back home again Not much left but the floor Nothing lives here anymore Except the mem'ries of a coal miner's daughter."
617,Alan Jackson , Remember When,"Remember when I was young and so were you And time stood still and love was all we knew You were the first, so was I We made love and then you cried Remember whenRemember when we vowed the vows and walked the walk Gave our hearts, made the start, it was hard We lived and learned, life threw curves There was joy, there was hurt Remember whenRemember when old ones died and new were born And life was changed, disassembled, rearranged We came together, fell apart And broke each other's hearts Remember whenRemember when the sound of little feet Was the music we danced to week to week Brought back the love, we found trust Vowed we'd never give it up Remember whenRemember when thirty seemed so old Now lookin' back, it's just a steppin' stone To where we are, where we've been Said we'd do it all again Remember whenRemember when we said when we turned gray When the children grow up and move away We won't be sad, we'll be glad For all the life we've had And we'll remember when Remember when Remember when"
618,Florida Georgia Line , Simple,"The way your fingers fit in mine It's five plus five, not rocket science This day in time, that's hard to find It's true the road we're on ain't a traffic jam It's a Sunday drive on a piece of land It's paradise as long as I'm with youIt's like one, two three Just as easy as can be Just the way you look at me You make me smile Ain't no need to complicate it, we both know that's overrated We've been there, it's safe to say it ain't our style It's just that simple, S-I-M-P-L-E Simple as can be It's just that simple, S-I-M-P-L-E Simple as can beWe used to live on Instagram Worry 'bout who all gives a damn 'Bout where we've been and where we ended up Then I met you and you met me And all the rest is history; an epiphany That all we need is usIt's like one, two three Just as easy as can be Just the way you look at me You make me smile Ain't no need to complicate it, we both know that's overrated We've been there, it's safe to say it ain't our style We're just simple like a six string The way this world was meant to be Like laughin' love, make a lot out of a little Its just that simple, S-I-M-P-L-E Simple as can be Its just that simple, S-I-M-P-L-E Simple as can beAin't no need to complicate it, we both know thats overrated We've been there, its safe to say it ain't our style, yeah It's like one, two three Just as easy as can be Just the way you look at me You make me smile Ain't no need to complicate it, we both know that's overrated We've been there, its safe to say it ain't our style We're just simple like a six string The way this world was meant to be Like laughin' love, make a lot out of a little Its just that simple, S-I-M-P-L-E Simple as can be Its just that simple, S-I-M-P-L-E Simple as can be Its just that simple, S-I-M-P-L-E Simple as can be Its just that simple, S-I-M-P-L-E Simple as can be"
619,Kenny Chesney , Summertime,"Summertime is finally here That old ballpark, man, is back in gear Out on 49 Man I can see the lightsSchool's out and the nights roll in Man, just like a long lost friend You ain't seen in a while And can't help but smileAnd it's two bare feet on the dashboard Young love and an old Ford Cheap shades and a tattoo And a Yoo-Hoo bottle on the floorboardPerfect song on the radio Sing along 'cause it's one we know It's a smile, it's a kiss It's a sip of wine, it's summertime Sweet summertimeTemperature says 93 Down at the Deposit and Guarantee But that swimmin' hole It's nice and coldBikini bottoms underneath But the boys' hearts still skip a beat When them girls shimmy off Them old cutoffsAnd it's two bare feet on the dashboard Young love and an old Ford Cheap shades and a tattoo And a Yoo-Hoo bottle on the floorboardPerfect song on the radio Sing along 'cause it's one we know It's a smile, it's a kiss It's a sip of wine, it's summertime Sweet summertimeThe more things change The more they stay the same It don't matter how old you are When you know what I'm talkin' 'bout Yeah baby when you gotTwo bare feet on the dashboard Young love and an old Ford Cheap shades and a tattoo And a Yoo-Hoo bottle rollin' on the floorboardPerfect song on the radio Sing along 'cause it's one we know It's a smile, it's a kiss It's a sip of wine, it's summertime Sweet summertime"
620,Brooks & Dunn , Believe,"Old man Wrigley lived in that white house Down the street, where I grew up Momma used to send me over with things We struck a friendship up I spent a few long summers, out on his old porch swingSaid he was in the war when in the navy Lost his wife, lost his baby Broke down and asked him one time How ya keep from going crazy He said I'll see my wife and son in just a little while I asked him what he meant He looked at me and smiled, saidI raise my hands, bow my head I'm finding more and more truth, in the words written in red They tell me that there's more to life, than just what I can see Oh I believeFew years later I was off at college Talkin' to mom on the phone one night Getting all caught up on the gossip The ins and outs of the small town life She said oh by the way son Old man Wrigley's diedLater on that night, I laid there thinkin' back Thought about a couple long-lost summers I didn't know whether to cry or laugh If there was ever anybody, deserved a ticket to the other side It'd be that sweet old man, who looked me in the eye, saidI raise my hands, bow my head I'm finding more and more truth, in the words written in red They tell me that there's more to life, than just what I can seeI can't quote the book, the chapter or the verse You can't tell me, it all ends, in a slow ride in a hearse You know I'm more and more convinced, the longer that I live Yeah, this can't be, no this can't be, no this can't be all there isLord I raise my hands, bow my head Oh I'm finding more and more truth, in the words written in red They tell me that there's more to this, than just what I can see (Just what I can see) I believe Oh, I I believe I believe (I believe) Hmm (I believe) Well I believe (I believe) I believe"
621,Hank Williams , Jambalaya,"Goodbye Joe, me gotta go me oh my oh Me gotta go pole the pirogue down the bayou My Yvonne, the sweetest one, me oh my oh Son of a gun, we'll have big fun on the bayouJambalaya, a-crawfish pie and-a file gumbo 'Cause tonight I'm gonna see my ma cher amio Pick guitar, fill fruit jar and be gay-oh Son of a gun, we'll have big fun on the bayou.The Thibodaux the Fontaineaux the place is buzzin' Kinfolk come to see Yvonne by the dozen Dress in style and go hog wild me oh my oh Son of a gun we'll have big fun on the bayouJambalaya, a-crawfish pie and-a file gumbo 'Cause tonight I'm gonna see my ma cher amio Pick guitar, fill fruit jar and be gay-oh Son of a gun, we'll have big fun on the bayou.Jambalaya, a-crawfish pie and-a file gumbo 'Cause tonight I'm gonna see my ma cher amio Pick guitar, fill fruit jar and be gay-oh Son of a gun, we'll have big fun on the bayou"
622,Jon Pardi , Head Over Boots,"I wanna sweep you off your feet tonight I wanna love you and hold you tight Spin you around on some old dance floor Act like we never met before for fun, 'causeYou're the one I want, you're the one I need Baby, if I was a king, ah, you would be my queen You're the rock in my roll You're good for my soul, it's true I'm head over boots for youThe way you sparkle like a diamond ring Maybe one day we can make it a thing Test time and grow old together Rock in our chairs and talk about the weather, yeahSo, bring it on in for that angel kiss Put that feel good on my lips, 'causeYou're the one I want, you're the one I need Baby, if I was a king, ah, you would be my queen You're the rock in my roll You're good for my soul, it's true I'm head over boots for youYeah, I'm here to pick you up And I hope I don't let you down, no, 'causeYou're the one I want, you're the one I need Baby, if I was a king, ah, you would be my queen You're the rock in my roll You're good for my soul, it's true I'm head over boots for you You're the one I want, you're the one I need Baby, if I was a king, ah, you would be my queen You're the rock in my roll You're good for my soul, it's true I'm head over boots for you I wanna sweep you off your feet tonight I wanna love you and hold you tight Spin you around on some old dance floor Jon Pardi"
623,Zac Brown Band , Knee Deep,Gonna put the the world away for a minute Pretend I don't live in it Sunshine gonna wash my blues awayHad sweet love but I lost it She got too close so I fought her Now I'm lost in the world trying to find me a better wayWishing I was knee deep in the water somewhere Got the blue sky breeze and it don't seem fair Only worry in the world is the tide gonna reach my chair Sunrise there's a fire in the sky Never been so happy Never felt so high And I think I might have found me my own kind of paradiseWrote a note said be back in a minute Bought a boat and I sailed off in it Don't think anybody gonna miss me anywayMind on a permanent vacation The ocean is my only medication Wishing my condition ain't ever gonna go awayCause now im knee deep in the water somewhere Got the blue sky breeze blowing wind through my hair Only worry in the world is the tide gonna reach my chair Sunrise there's a fire in the sky Never been so happy Never felt so high And I think I might have found me my own kind of paradiseThis champagne shore washing over me It's a sweet sweet life living by the salty sea One day you could be as lost as me Change you're geography Maybe you might beKnee deep in the water somewhere Got the blue sky breeze blowing wind through my hair Only worry in the world is the tide gonna reach my chair Sunrise there's a fire in the sky Never been so happy Never felt so high And I think I might have found me my own kind of paradiseCome on in the water it's nice Find yourself a little slice Grab a backpack of lies You never know until you try When you lose yourself You find the key to paradise
624,Travis Tritt , Best Of Intentions,"I had big plans for our future Said I'd give you the whole world somehow I tried making good on that promise Thought I'd be so much further by now Never could build you a castle Even though you're the queen of my heart But I've had the best of intentions from the startNow some people think I'm a loser Cause I seldom get things right But you make me feel like a winner When you wrap me in your arms so tight Please tell me you will remember No matter how much I do wrong That I had the best of intentions all alongI'd give you a ring and I promised you things I always thought we'd do But my best laid plan slipped right through my hands To show my love for you And if you could read my heart Then you'd know without exception It was all with the best of intentionsI gave you a ring and I promised you things I always thought we'd do But my best laid plan slipped right through my hands To show my love for you And if you could read my heart Then you'd know without exception It was all with the best of intentionsSo here I am asking forgiveness And praying that you'll understand Don't think I take you for granted Girl I know just how lucky I am Though you deserve so much better You won't find devotion more true Cause I've had the best of intentions Girl, I've had the best of intentions Yes, I've had the best of intentions loving you"
625,Larry Sparks , I Just Want To Thank You Lord,"I just want to thank You, Lord, for every time You heard me pray I just want to thank You, for always being there When I was so down and out, You came along, made me want to shout I just want to thank You, Lord, Thank You, Lord.If I had a thousand lives to live, I'd give them all to my Lord He's been so good to me, that is the least I could afford He's made the good times out number the bad, He's been the best friend I've ever had I just want to thank You, Lord, Thank You, Lord.Spoken Verse: I just want to thank You, Lord, for every time that You've heard me, when I prayed And I want to thank You, for always being there I've been down and out, but You've always been right there beside me And there have been times, Lord, when You were the only friend, only friend I had So, I want to take just a minute to praise YouI just want to thank You, Lord, for every time You heard me pray I just want to thank You, for always being there When I was so down and out, You came along, and made me want to shout I just want to thank You, Lord, Thank You, Lord."
